,date,timestamp,close,target,VEC.COIN_SPECT.text_last1days:bitcoin,VEC.timestamp,VEC.COIN_SPECT.text_COUNT_last1days:bitcoin
0,01-01-2020 17:00:00,1577898000.0,7200.85,1,[],1577898000,0
1,02-01-2020 17:00:00,1577984400.0,6965.71,0,[],1577984400,0
2,03-01-2020 17:00:00,1578070800.0,7344.96,1,[],1578070800,0
3,04-01-2020 17:00:00,1578157200.0,7354.11,1,[],1578157200,0
4,05-01-2020 17:00:00,1578243600.0,7358.75,1,[],1578243600,0
5,06-01-2020 17:00:00,1578330000.0,7758.0,1,[],1578330000,0
6,07-01-2020 17:00:00,1578416400.0,8145.28,1,[],1578416400,0
7,08-01-2020 17:00:00,1578502800.0,8055.98,0,[],1578502800,0
8,09-01-2020 17:00:00,1578589200.0,7817.76,0,[],1578589200,0
9,10-01-2020 17:00:00,1578675600.0,8197.02,1,[],1578675600,0
10,11-01-2020 17:00:00,1578762000.0,8020.01,0,[],1578762000,0
11,12-01-2020 17:00:00,1578848400.0,8184.98,1,[],1578848400,0
12,13-01-2020 17:00:00,1578934800.0,8110.34,0,[],1578934800,0
13,14-01-2020 17:00:00,1579021200.0,8810.01,1,[],1579021200,0
14,15-01-2020 17:00:00,1579107600.0,8821.41,1,[],1579107600,0
15,16-01-2020 17:00:00,1579194000.0,8720.01,0,[],1579194000,0
16,17-01-2020 17:00:00,1579280400.0,8913.28,1,[],1579280400,0
17,18-01-2020 17:00:00,1579366800.0,8915.96,1,[],1579366800,0
18,19-01-2020 17:00:00,1579453200.0,8701.7,0,[],1579453200,0
19,20-01-2020 17:00:00,1579539600.0,8642.35,0,[],1579539600,0
20,21-01-2020 17:00:00,1579626000.0,8736.03,1,[],1579626000,0
21,22-01-2020 17:00:00,1579712400.0,8682.36,0,[],1579712400,0
22,23-01-2020 17:00:00,1579798800.0,8404.52,0,[],1579798800,0
23,24-01-2020 17:00:00,1579885200.0,8439.0,1,[],1579885200,0
24,25-01-2020 17:00:00,1579971600.0,8340.58,0,[],1579971600,0
25,26-01-2020 17:00:00,1580058000.0,8615.0,1,[],1580058000,0
26,27-01-2020 17:00:00,1580144400.0,8907.57,1,[],1580144400,0
27,28-01-2020 17:00:00,1580230800.0,9374.21,1,[],1580230800,0
28,29-01-2020 17:00:00,1580317200.0,9301.53,0,[],1580317200,0
29,30-01-2020 17:00:00,1580403600.0,9513.21,1,[],1580403600,0
30,31-01-2020 17:00:00,1580490000.0,9352.89,0,[],1580490000,0
31,01-02-2020 17:00:00,1580576400.0,9384.61,1,[],1580576400,0
32,02-02-2020 17:00:00,1580662800.0,9331.51,0,[],1580662800,0
33,03-02-2020 17:00:00,1580749200.0,9292.24,0,[],1580749200,0
34,04-02-2020 17:00:00,1580835600.0,9197.02,0,[],1580835600,0
35,05-02-2020 17:00:00,1580922000.0,9612.04,1,[],1580922000,0
36,06-02-2020 17:00:00,1581008400.0,9772.0,1,[],1581008400,0
37,07-02-2020 17:00:00,1581094800.0,9813.73,1,[],1581094800,0
38,08-02-2020 17:00:00,1581181200.0,9895.05,1,[],1581181200,0
39,09-02-2020 17:00:00,1581267600.0,10151.75,1,[],1581267600,0
40,10-02-2020 17:00:00,1581354000.0,9851.83,0,[],1581354000,0
41,11-02-2020 17:00:00,1581440400.0,10223.08,1,[],1581440400,0
42,12-02-2020 17:00:00,1581526800.0,10326.46,1,[],1581526800,0
43,13-02-2020 17:00:00,1581613200.0,10229.63,0,[],1581613200,0
44,14-02-2020 17:00:00,1581699600.0,10344.36,1,[],1581699600,0
45,15-02-2020 17:00:00,1581786000.0,9904.72,0,[],1581786000,0
46,16-02-2020 17:00:00,1581872400.0,9917.27,1,[],1581872400,0
47,17-02-2020 17:00:00,1581958800.0,9706.0,0,[],1581958800,0
48,18-02-2020 17:00:00,1582045200.0,10164.71,1,[],1582045200,0
49,19-02-2020 17:00:00,1582131600.0,9593.79,0,[],1582131600,0
50,20-02-2020 17:00:00,1582218000.0,9596.42,1,[],1582218000,0
51,21-02-2020 17:00:00,1582304400.0,9677.05,1,[],1582304400,0
52,22-02-2020 17:00:00,1582390800.0,9650.86,0,[],1582390800,0
53,23-02-2020 17:00:00,1582477200.0,9936.4,1,[],1582477200,0
54,24-02-2020 17:00:00,1582563600.0,9656.13,0,[],1582563600,0
55,25-02-2020 17:00:00,1582650000.0,9315.84,0,[],1582650000,0
56,26-02-2020 17:00:00,1582736400.0,8785.25,0,[],1582736400,0
57,27-02-2020 17:00:00,1582822800.0,8823.21,1,[],1582822800,0
58,28-02-2020 17:00:00,1582909200.0,8692.91,0,[],1582909200,0
59,29-02-2020 17:00:00,1582995600.0,8523.61,0,[],1582995600,0
60,01-03-2020 17:00:00,1583082000.0,8531.88,1,[],1583082000,0
61,02-03-2020 17:00:00,1583168400.0,8915.24,1,[],1583168400,0
62,03-03-2020 17:00:00,1583254800.0,8760.07,0,[],1583254800,0
63,04-03-2020 17:00:00,1583341200.0,8750.87,0,[],1583341200,0
64,06-03-2020 17:00:00,1583514000.0,9131.88,1,[],1583514000,0
65,07-03-2020 17:00:00,1583600400.0,8886.66,0,[],1583600400,0
66,08-03-2020 17:00:00,1583686800.0,8166.89,0,[],1583686800,0
67,09-03-2020 17:00:00,1583773200.0,7879.31,0,[],1583773200,0
68,10-03-2020 17:00:00,1583859600.0,7894.56,0,[],1583859600,0
69,12-03-2020 17:00:00,1584032400.0,4800.0,0,[],1584032400,0
70,14-03-2020 17:00:00,1584205200.0,5172.06,0,[],1584205200,0
71,16-03-2020 17:00:00,1584378000.0,5028.97,0,[],1584378000,0
72,18-03-2020 17:00:00,1584550800.0,5393.04,1,[],1584550800,0
73,20-03-2020 17:00:00,1584723600.0,6208.36,1,[],1584723600,0
74,22-03-2020 17:00:00,1584896400.0,5816.19,0,[],1584896400,0
75,23-03-2020 17:00:00,1584982800.0,6467.31,1,[],1584982800,0
76,26-03-2020 04:01:05,1585195265.0,6677.43,0,[],1585195265,0
77,31-03-2020 17:00:00,1585674000.0,6410.44,1,[],1585674000,0
78,01-04-2020 17:00:00,1585760400.0,6642.92,1,[],1585760400,0
79,02-04-2020 17:00:00,1585846800.0,6794.09,1,[],1585846800,0
80,03-04-2020 17:00:00,1585933200.0,6734.1,0,[],1585933200,0
81,04-04-2020 17:00:00,1586019600.0,6856.99,1,[],1586019600,0
82,05-04-2020 17:00:00,1586106000.0,6772.78,0,[],1586106000,0
83,06-04-2020 17:00:00,1586192400.0,7329.9,1,[],1586192400,0
84,07-04-2020 17:00:00,1586278800.0,7197.32,0,[],1586278800,0
85,11-04-2020 17:00:00,1586624400.0,6876.83,1,[],1586624400,0
86,14-04-2020 17:00:00,1586883600.0,6868.7,1,[],1586883600,0
87,15-04-2020 17:00:00,1586970000.0,6621.24,0,[],1586970000,0
88,16-04-2020 17:00:00,1587056400.0,7101.94,1,[],1587056400,0
89,17-04-2020 17:00:00,1587142800.0,7027.55,0,[],1587142800,0
90,18-04-2020 17:00:00,1587229200.0,7248.6,1,[],1587229200,0
91,19-04-2020 17:00:00,1587315600.0,7120.74,0,[],1587315600,0
92,20-04-2020 17:00:00,1587402000.0,6826.83,0,[],1587402000,0
93,21-04-2020 17:00:00,1587488400.0,6841.37,1,[],1587488400,0
94,22-04-2020 17:00:00,1587574800.0,7125.14,1,[],1587574800,0
95,23-04-2020 17:00:00,1587661200.0,7482.39,1,[],1587661200,0
96,24-04-2020 17:00:00,1587747600.0,7505.0,1,[],1587747600,0
97,25-04-2020 17:00:00,1587834000.0,7538.67,1,[],1587834000,0
98,26-04-2020 17:00:00,1587920400.0,7693.1,1,[],1587920400,0
99,27-04-2020 17:00:00,1588006800.0,7774.62,1,[],1588006800,0
100,28-04-2020 17:00:00,1588093200.0,7738.98,0,[],1588093200,0
101,29-04-2020 17:00:00,1588179600.0,8778.57,1,[],1588179600,0
102,30-04-2020 17:00:00,1588266000.0,8620.0,0,[],1588266000,0
103,01-05-2020 17:00:00,1588352400.0,8826.96,1,[],1588352400,0
104,02-05-2020 17:00:00,1588438800.0,8972.05,1,[],1588438800,0
105,03-05-2020 17:00:00,1588525200.0,8894.16,0,[],1588525200,0
106,04-05-2020 17:00:00,1588611600.0,8871.96,0,[],1588611600,0
107,05-05-2020 17:00:00,1588698000.0,9021.83,1,[],1588698000,0
108,06-05-2020 17:00:00,1588784400.0,9142.92,1,[],1588784400,0
109,07-05-2020 17:00:00,1588870800.0,9986.4,1,[],1588870800,0
110,08-05-2020 17:00:00,1588957200.0,9800.01,0,[],1588957200,0
111,09-05-2020 17:00:00,1589043600.0,9539.4,0,[],1589043600,0
112,10-05-2020 17:00:00,1589130000.0,8722.77,0,[],1589130000,0
113,11-05-2020 17:00:00,1589216400.0,8561.52,0,[],1589216400,0
114,12-05-2020 17:00:00,1589302800.0,8810.79,1,[],1589302800,0
115,13-05-2020 17:00:00,1589389200.0,9309.37,1,[],1589389200,0
116,14-05-2020 17:00:00,1589475600.0,9791.98,1,[],1589475600,0
117,15-05-2020 17:00:00,1589562000.0,9316.42,0,[],1589562000,0
118,16-05-2020 17:00:00,1589648400.0,9381.27,1,[],1589648400,0
119,17-05-2020 17:00:00,1589734800.0,9680.04,1,[],1589734800,0
120,18-05-2020 17:00:00,1589821200.0,9733.93,1,[],1589821200,0
121,19-05-2020 17:00:00,1589907600.0,9775.53,1,[],1589907600,0
122,20-05-2020 17:00:00,1589994000.0,9511.43,0,[],1589994000,0
123,21-05-2020 17:00:00,1590080400.0,9068.65,0,[],1590080400,0
124,22-05-2020 17:00:00,1590166800.0,9170.0,1,[],1590166800,0
125,23-05-2020 17:00:00,1590253200.0,9179.15,1,[],1590253200,0
126,24-05-2020 17:00:00,1590339600.0,8720.34,0,[],1590339600,0
127,25-05-2020 17:00:00,1590426000.0,8900.35,1,[],1590426000,0
128,26-05-2020 17:00:00,1590512400.0,8841.18,0,[],1590512400,0
129,27-05-2020 17:00:00,1590598800.0,9204.07,1,[],1590598800,0
130,28-05-2020 17:00:00,1590685200.0,9575.89,1,[],1590685200,0
131,29-05-2020 17:00:00,1590771600.0,9427.07,0,[],1590771600,0
132,30-05-2020 17:00:00,1590858000.0,9697.72,1,[],1590858000,0
133,31-05-2020 17:00:00,1590944400.0,9448.27,0,[],1590944400,0
134,01-06-2020 17:00:00,1591030800.0,10200.77,1,[],1591030800,0
135,02-06-2020 17:00:00,1591117200.0,9518.04,0,[],1591117200,0
136,03-06-2020 17:00:00,1591203600.0,9666.24,1,[],1591203600,0
137,04-06-2020 17:00:00,1591290000.0,9789.06,1,[],1591290000,0
138,05-06-2020 17:00:00,1591376400.0,9621.16,0,[],1591376400,0
139,06-06-2020 17:00:00,1591462800.0,9666.3,1,[],1591462800,0
140,07-06-2020 17:00:00,1591549200.0,9746.99,1,[],1591549200,0
141,08-06-2020 17:00:00,1591635600.0,9782.01,1,[],1591635600,0
142,09-06-2020 17:00:00,1591722000.0,9772.43,0,[],1591722000,0
143,10-06-2020 17:00:00,1591808400.0,9885.0,1,[],1591808400,0
144,11-06-2020 17:00:00,1591894800.0,9280.4,0,[],1591894800,0
145,12-06-2020 17:00:00,1591981200.0,9465.13,1,[],1591981200,0
146,13-06-2020 17:00:00,1592067600.0,9473.34,1,[],1592067600,0
147,14-06-2020 17:00:00,1592154000.0,9342.1,0,[],1592154000,0
148,15-06-2020 17:00:00,1592240400.0,9426.02,1,[],1592240400,0
149,16-06-2020 17:00:00,1592326800.0,9525.59,1,[],1592326800,0
150,17-06-2020 17:00:00,1592413200.0,9465.14,0,[],1592413200,0
151,18-06-2020 17:00:00,1592499600.0,9386.32,0,[],1592499600,0
152,19-06-2020 17:00:00,1592586000.0,9310.23,0,[],1592586000,0
153,20-06-2020 17:00:00,1592672400.0,9358.95,1,[],1592672400,0
154,21-06-2020 17:00:00,1592758800.0,9294.69,0,[],1592758800,0
155,22-06-2020 17:00:00,1592845200.0,9685.69,1,[],1592845200,0
156,23-06-2020 17:00:00,1592931600.0,9624.89,0,[],1592931600,0
157,24-06-2020 17:00:00,1593018000.0,9296.49,0,[],1593018000,0
158,25-06-2020 17:00:00,1593104400.0,9249.49,0,[],1593104400,0
159,26-06-2020 17:00:00,1593190800.0,9162.21,0,[],1593190800,0
160,28-06-2020 17:00:00,1593363600.0,8989.01,0,[],1593363600,0
161,29-06-2020 17:00:00,1593450000.0,9192.56,1,[],1593450000,0
162,30-06-2020 17:00:00,1593536400.0,9138.55,0,[],1593536400,0
163,01-07-2020 17:00:00,1593622800.0,9232.0,1,[],1593622800,0
164,02-07-2020 17:00:00,1593709200.0,9086.54,0,[],1593709200,0
165,03-07-2020 17:00:00,1593795600.0,9058.26,0,[],1593795600,0
166,04-07-2020 17:00:00,1593882000.0,9135.46,1,[],1593882000,0
167,05-07-2020 17:00:00,1593968400.0,9069.41,0,[],1593968400,0
168,06-07-2020 17:00:00,1594054800.0,9344.2,1,[],1594054800,0
169,07-07-2020 17:00:00,1594141200.0,9257.39,0,[],1594141200,0
170,08-07-2020 17:00:00,1594227600.0,9436.06,1,[],1594227600,0
171,09-07-2020 17:00:00,1594314000.0,9232.43,0,[],1594314000,0
172,10-07-2020 17:00:00,1594400400.0,9288.34,1,[],1594400400,0
173,11-07-2020 17:00:00,1594486800.0,9234.03,0,[],1594486800,0
174,12-07-2020 17:00:00,1594573200.0,9302.75,1,[],1594573200,0
175,13-07-2020 17:00:00,1594659600.0,9242.62,0,[],1594659600,0
176,14-07-2020 17:00:00,1594746000.0,9255.85,1,[],1594746000,0
177,15-07-2020 17:00:00,1594832400.0,9197.6,0,[],1594832400,0
178,16-07-2020 17:00:00,1594918800.0,9133.72,0,[],1594918800,0
179,18-07-2020 17:00:00,1595091600.0,9164.82,1,[],1595091600,0
180,19-07-2020 17:00:00,1595178000.0,9208.99,1,[],1595178000,0
181,20-07-2020 17:00:00,1595264400.0,9160.78,0,[],1595264400,0
182,21-07-2020 17:00:00,1595350800.0,9390.0,1,[],1595350800,0
183,22-07-2020 17:00:00,1595437200.0,9518.16,1,[],1595437200,0
184,23-07-2020 17:00:00,1595523600.0,9603.27,1,[],1595523600,0
185,24-07-2020 17:00:00,1595610000.0,9537.8,0,[],1595610000,0
186,25-07-2020 17:00:00,1595696400.0,9700.42,1,[],1595696400,0
187,26-07-2020 17:00:00,1595782800.0,9931.54,1,[],1595782800,0
188,27-07-2020 17:00:00,1595869200.0,11029.96,1,[],1595869200,0
189,28-07-2020 17:00:00,1595955600.0,10906.27,0,[],1595955600,0
190,29-07-2020 17:00:00,1596042000.0,11100.53,1,[],1596042000,0
191,31-07-2020 17:00:00,1596214800.0,11335.46,1,[],1596214800,0
192,01-08-2020 17:00:00,1596301200.0,11801.17,1,[],1596301200,0
193,02-08-2020 17:00:00,1596387600.0,11071.35,0,[],1596387600,0
194,03-08-2020 17:00:00,1596474000.0,11219.81,1,[],1596474000,0
195,04-08-2020 17:00:00,1596560400.0,11191.97,0,[],1596560400,0
196,05-08-2020 17:00:00,1596646800.0,11744.91,1,[],1596646800,0
197,06-08-2020 17:00:00,1596733200.0,11762.46,1,[],1596733200,0
198,07-08-2020 17:00:00,1596819600.0,11594.23,0,[],1596819600,0
199,08-08-2020 17:00:00,1596906000.0,11761.41,1,[],1596906000,0
200,10-08-2020 17:00:00,1597078800.0,11892.92,1,[],1597078800,0
201,11-08-2020 17:00:00,1597165200.0,11392.08,0,[],1597165200,0
202,12-08-2020 17:00:00,1597251600.0,11564.33,1,[],1597251600,0
203,13-08-2020 17:00:00,1597338000.0,11780.0,1,[],1597338000,0
204,15-08-2020 17:00:00,1597510800.0,11852.4,1,[],1597510800,0
205,16-08-2020 17:00:00,1597597200.0,11911.0,1,[],1597597200,0
206,17-08-2020 17:00:00,1597683600.0,12281.13,1,[],1597683600,0
207,18-08-2020 17:00:00,1597770000.0,11945.01,0,[],1597770000,0
208,19-08-2020 17:00:00,1597856400.0,11754.59,0,[],1597856400,0
209,20-08-2020 17:00:00,1597942800.0,11853.55,1,[],1597942800,0
210,22-08-2020 17:00:00,1598115600.0,11662.96,1,[],1598115600,0
211,23-08-2020 17:00:00,1598202000.0,11648.13,0,[],1598202000,0
212,24-08-2020 17:00:00,1598288400.0,11748.2,1,[],1598288400,0
213,25-08-2020 17:00:00,1598374800.0,11318.42,0,[],1598374800,0
214,26-08-2020 17:00:00,1598461200.0,11461.43,1,[],1598461200,0
215,27-08-2020 17:00:00,1598547600.0,11330.38,0,[],1598547600,0
216,28-08-2020 17:00:00,1598634000.0,11526.91,1,[],1598634000,0
217,30-08-2020 17:00:00,1598806800.0,11711.16,1,[],1598806800,0
218,31-08-2020 17:00:00,1598893200.0,11649.51,0,[],1598893200,0
219,01-09-2020 17:00:00,1598979600.0,11921.97,1,[],1598979600,0
220,02-09-2020 17:00:00,1599066000.0,11388.54,0,[],1599066000,0
221,03-09-2020 17:00:00,1599152400.0,10140.85,0,[],1599152400,0
222,04-09-2020 17:00:00,1599238800.0,10446.25,1,[],1599238800,0
223,06-09-2020 17:00:00,1599411600.0,10256.2,1,[],1599411600,0
224,07-09-2020 17:00:00,1599498000.0,10373.44,1,[],1599498000,0
225,08-09-2020 17:00:00,1599584400.0,10126.65,0,[],1599584400,0
226,13-09-2020 17:00:00,1600016400.0,10332.83,0,[],1600016400,0
227,14-09-2020 17:00:00,1600102800.0,10671.77,1,[],1600102800,0
228,15-09-2020 17:00:00,1600189200.0,10785.31,1,[],1600189200,0
229,20-09-2020 17:00:00,1600621200.0,10920.28,0,[],1600621200,0
230,21-09-2020 17:00:00,1600707600.0,10417.22,0,[],1600707600,0
231,22-09-2020 17:00:00,1600794000.0,10529.61,1,[],1600794000,0
232,24-09-2020 17:00:00,1600966800.0,10736.32,1,[],1600966800,0
233,27-09-2020 17:00:00,1601226000.0,10774.25,1,[],1601226000,0
234,28-09-2020 17:00:00,1601312400.0,10696.12,0,[],1601312400,0
235,29-09-2020 17:00:00,1601398800.0,10840.48,1,[],1601398800,0
236,01-10-2020 17:00:00,1601571600.0,10619.13,0,[],1601571600,0
237,02-10-2020 17:00:00,1601658000.0,10570.4,0,[],1601658000,0
238,03-10-2020 17:00:00,1601744400.0,10542.06,0,[],1601744400,0
239,04-10-2020 17:00:00,1601830800.0,10666.63,1,[],1601830800,0
240,05-10-2020 17:00:00,1601917200.0,10792.21,1,[],1601917200,0
241,06-10-2020 17:00:00,1602003600.0,10599.66,0,[],1602003600,0
242,07-10-2020 17:00:00,1602090000.0,10666.39,1,[],1602090000,0
243,08-10-2020 17:00:00,1602176400.0,10925.57,1,[],1602176400,0
244,10-10-2020 17:00:00,1602349200.0,11293.22,1,[],1602349200,0
245,11-10-2020 17:00:00,1602435600.0,11369.02,1,[],1602435600,0
246,12-10-2020 17:00:00,1602522000.0,11528.25,1,[],1602522000,0
247,13-10-2020 17:00:00,1602608400.0,11420.56,0,[],1602608400,0
248,14-10-2020 17:00:00,1602694800.0,11417.89,0,[],1602694800,0
249,16-10-2020 17:00:00,1602867600.0,11319.32,0,[],1602867600,0
250,17-10-2020 17:00:00,1602954000.0,11360.2,1,[],1602954000,0
251,18-10-2020 17:00:00,1603040400.0,11503.14,1,[],1603040400,0
252,19-10-2020 17:00:00,1603126800.0,11751.47,1,[],1603126800,0
253,20-10-2020 17:00:00,1603213200.0,11909.99,1,[],1603213200,0
254,21-10-2020 17:00:00,1603299600.0,12780.96,1,[],1603299600,0
255,22-10-2020 17:00:00,1603386000.0,12968.52,1,[],1603386000,0
256,23-10-2020 17:00:00,1603472400.0,12923.07,0,[],1603472400,0
257,25-10-2020 17:00:00,1603645200.0,13028.83,0,[],1603645200,0
258,26-10-2020 17:00:00,1603731600.0,13052.19,1,[],1603731600,0
259,27-10-2020 17:00:00,1603818000.0,13636.17,1,[],1603818000,0
260,28-10-2020 17:00:00,1603904400.0,13266.4,0,[],1603904400,0
261,30-10-2020 17:00:00,1604077200.0,13560.1,1,[],1604077200,0
262,31-10-2020 17:00:00,1604163600.0,13791.0,1,[],1604163600,0
263,01-11-2020 17:00:00,1604250000.0,13761.5,0,[],1604250000,0
264,02-11-2020 17:00:00,1604336400.0,13549.37,0,[],1604336400,0
265,03-11-2020 17:00:00,1604422800.0,14023.53,1,[],1604422800,0
266,04-11-2020 17:00:00,1604509200.0,14144.01,1,[],1604509200,0
267,06-11-2020 17:00:00,1604682000.0,15579.92,0,[],1604682000,0
268,07-11-2020 17:00:00,1604768400.0,14818.3,0,[],1604768400,0
269,08-11-2020 17:00:00,1604854800.0,15475.1,1,[],1604854800,0
270,09-11-2020 17:00:00,1604941200.0,15328.41,0,[],1604941200,0
271,10-11-2020 17:00:00,1605027600.0,15297.21,0,[],1605027600,0
272,11-11-2020 17:00:00,1605114000.0,15684.24,1,[],1605114000,0
273,15-11-2020 17:00:00,1605459600.0,15957.0,0,[],1605459600,0
274,17-11-2020 17:00:00,1605632400.0,17659.38,1,[],1605632400,0
275,18-11-2020 17:00:00,1605718800.0,17776.12,1,[],1605718800,0
276,18-11-2020 17:00:00,1605718800.0,17776.12,1,[],1605718800,0
277,19-11-2020 17:00:00,1605805200.0,17802.82,1,[],1605805200,0
278,20-11-2020 17:00:00,1605891600.0,18655.67,1,[],1605891600,0
279,21-11-2020 17:00:00,1605978000.0,18703.8,1,[],1605978000,0
280,23-11-2020 17:00:00,1606150800.0,18260.13,0,[],1606150800,0
281,24-11-2020 17:00:00,1606237200.0,19160.01,1,[],1606237200,0
282,25-11-2020 17:00:00,1606323600.0,18719.11,0,[],1606323600,0
283,26-11-2020 17:00:00,1606410000.0,17149.47,0,[],1606410000,0
284,27-11-2020 17:00:00,1606496400.0,17139.52,0,[],1606496400,0
285,28-11-2020 17:00:00,1606582800.0,17719.85,1,[],1606582800,0
286,30-11-2020 17:00:00,1606755600.0,19695.87,1,[],1606755600,0
287,30-11-2020 17:00:00,1606755600.0,19695.87,1,[],1606755600,0
288,01-12-2020 17:00:00,1606842000.0,18764.96,0,[],1606842000,0
289,02-12-2020 17:00:00,1606928400.0,19204.09,1,[],1606928400,0
290,03-12-2020 17:00:00,1607014800.0,19421.9,1,[],1607014800,0
291,05-12-2020 17:00:00,1607187600.0,19147.66,1,[],1607187600,0
292,06-12-2020 17:00:00,1607274000.0,19359.4,1,[],1607274000,0
293,07-12-2020 17:00:00,1607360400.0,19166.9,0,[],1607360400,0
