,date,timestamp,close,target
0,24-09-2021 17:00:00,1632502800.0,42810.57,0
1,23-09-2021 17:00:00,1632416400.0,44865.26,1
2,22-09-2021 17:00:00,1632330000.0,43543.61,1
3,21-09-2021 17:00:00,1632243600.0,40734.38,0
4,20-09-2021 17:00:00,1632157200.0,43015.62,0
5,19-09-2021 17:00:00,1632070800.0,47241.75,0
6,18-09-2021 17:00:00,1631984400.0,48292.74,1
7,17-09-2021 17:00:00,1631898000.0,47299.98,0
8,16-09-2021 17:00:00,1631811600.0,47737.82,0
9,15-09-2021 17:00:00,1631725200.0,48121.41,1
10,14-09-2021 17:00:00,1631638800.0,47111.52,1
11,14-09-2021 17:00:00,1631638800.0,47111.52,1
12,13-09-2021 17:00:00,1631552400.0,44940.73,0
13,13-09-2021 17:00:00,1631552400.0,44940.73,0
14,12-09-2021 17:00:00,1631466000.0,46025.24,1
15,12-09-2021 17:00:00,1631466000.0,46025.24,1
16,11-09-2021 17:00:00,1631379600.0,45173.69,1
17,11-09-2021 17:00:00,1631379600.0,45173.69,1
18,10-09-2021 17:00:00,1631293200.0,44850.91,0
19,10-09-2021 17:00:00,1631293200.0,44850.91,0
20,09-09-2021 17:00:00,1631206800.0,46395.14,1
21,09-09-2021 17:00:00,1631206800.0,46395.14,1
22,08-09-2021 17:00:00,1631120400.0,46048.31,0
23,08-09-2021 17:00:00,1631120400.0,46048.31,0
24,07-09-2021 17:00:00,1631034000.0,46863.73,0
25,07-09-2021 17:00:00,1631034000.0,46863.73,0
26,06-09-2021 17:00:00,1630947600.0,52663.9,1
27,06-09-2021 17:00:00,1630947600.0,52663.9,1
28,05-09-2021 17:00:00,1630861200.0,51756.88,1
29,05-09-2021 17:00:00,1630861200.0,51756.88,1
30,04-09-2021 17:00:00,1630774800.0,49915.64,0
31,04-09-2021 17:00:00,1630774800.0,49915.64,0
32,03-09-2021 17:00:00,1630688400.0,49999.14,1
33,03-09-2021 17:00:00,1630688400.0,49999.14,1
34,02-09-2021 17:00:00,1630602000.0,49246.64,1
35,02-09-2021 17:00:00,1630602000.0,49246.64,1
36,01-09-2021 17:00:00,1630515600.0,48810.52,1
37,31-08-2021 17:00:00,1630429200.0,47100.89,1
38,30-08-2021 17:00:00,1630342800.0,46982.91,0
39,29-08-2021 17:00:00,1630256400.0,48767.83,0
40,28-08-2021 17:00:00,1630170000.0,48895.35,0
41,27-08-2021 17:00:00,1630083600.0,49069.9,1
42,26-08-2021 17:00:00,1629997200.0,46843.87,0
43,25-08-2021 17:00:00,1629910800.0,48973.32,1
44,24-08-2021 17:00:00,1629824400.0,47674.01,0
45,23-08-2021 17:00:00,1629738000.0,49488.85,1
46,22-08-2021 17:00:00,1629651600.0,49239.22,1
47,21-08-2021 17:00:00,1629565200.0,48821.87,0
48,20-08-2021 17:00:00,1629478800.0,49322.47,1
49,19-08-2021 17:00:00,1629392400.0,46760.62,1
50,18-08-2021 17:00:00,1629306000.0,44705.29,1
51,18-08-2021 17:00:00,1629306000.0,44705.29,1
52,17-08-2021 17:00:00,1629219600.0,44695.95,0
53,17-08-2021 17:00:00,1629219600.0,44695.95,0
54,16-08-2021 17:00:00,1629133200.0,45901.29,0
55,16-08-2021 17:00:00,1629133200.0,45901.29,0
56,15-08-2021 17:00:00,1629046800.0,46973.82,0
57,15-08-2021 17:00:00,1629046800.0,46973.82,0
58,14-08-2021 17:00:00,1628960400.0,47068.51,0
59,14-08-2021 17:00:00,1628960400.0,47068.51,0
60,13-08-2021 17:00:00,1628874000.0,47800.0,1
61,13-08-2021 17:00:00,1628874000.0,47800.0,1
62,12-08-2021 17:00:00,1628787600.0,44399.0,0
63,12-08-2021 17:00:00,1628787600.0,44399.0,0
64,11-08-2021 17:00:00,1628701200.0,45511.0,0
65,11-08-2021 17:00:00,1628701200.0,45511.0,0
66,10-08-2021 17:00:00,1628614800.0,45584.99,0
67,10-08-2021 17:00:00,1628614800.0,45584.99,0
68,09-08-2021 17:00:00,1628528400.0,46253.4,1
69,08-08-2021 17:00:00,1628442000.0,43794.37,0
70,07-08-2021 17:00:00,1628355600.0,44572.54,1
71,06-08-2021 17:00:00,1628269200.0,42836.87,1
72,05-08-2021 17:00:00,1628182800.0,40862.46,1
73,04-08-2021 17:00:00,1628096400.0,39723.18,1
74,03-08-2021 17:00:00,1628010000.0,38207.05,0
75,02-08-2021 17:00:00,1627923600.0,39147.82,0
76,01-08-2021 17:00:00,1627837200.0,39845.44,0
77,01-08-2021 17:00:00,1627837200.0,39845.44,0
78,31-07-2021 17:00:00,1627750800.0,41461.83,0
79,30-07-2021 17:00:00,1627664400.0,42206.37,1
80,29-07-2021 17:00:00,1627578000.0,40016.48,0
81,29-07-2021 17:00:00,1627578000.0,40016.48,0
82,28-07-2021 17:00:00,1627491600.0,40019.56,1
83,27-07-2021 17:00:00,1627405200.0,39457.87,1
84,26-07-2021 17:00:00,1627318800.0,37237.6,1
85,25-07-2021 17:00:00,1627232400.0,35381.02,1
86,24-07-2021 17:00:00,1627146000.0,34258.14,1
87,23-07-2021 17:00:00,1627059600.0,33634.09,1
88,22-07-2021 17:00:00,1626973200.0,32287.83,1
89,21-07-2021 17:00:00,1626886800.0,32144.51,1
90,21-07-2021 17:00:00,1626886800.0,32144.51,1
91,20-07-2021 17:00:00,1626800400.0,29790.35,0
92,20-07-2021 17:00:00,1626800400.0,29790.35,0
93,19-07-2021 17:00:00,1626714000.0,30839.65,0
94,19-07-2021 17:00:00,1626714000.0,30839.65,0
95,18-07-2021 17:00:00,1626627600.0,31778.56,1
96,18-07-2021 17:00:00,1626627600.0,31778.56,1
97,17-07-2021 17:00:00,1626541200.0,31520.07,1
98,16-07-2021 17:00:00,1626454800.0,31383.87,0
99,15-07-2021 17:00:00,1626368400.0,31880.0,0
100,14-07-2021 17:00:00,1626282000.0,32820.02,1
101,13-07-2021 17:00:00,1626195600.0,32729.77,0
102,12-07-2021 17:00:00,1626109200.0,33086.63,0
103,11-07-2021 17:00:00,1626022800.0,34258.99,1
104,10-07-2021 17:00:00,1625936400.0,33502.87,0
105,09-07-2021 17:00:00,1625850000.0,33815.81,1
106,08-07-2021 17:00:00,1625763600.0,32875.71,0
107,07-07-2021 17:00:00,1625677200.0,33862.12,0
108,06-07-2021 17:00:00,1625590800.0,34220.01,1
109,05-07-2021 17:00:00,1625504400.0,33690.14,0
110,04-07-2021 17:00:00,1625418000.0,35286.51,1
111,02-07-2021 17:00:00,1625245200.0,33786.55,1
112,02-07-2021 17:00:00,1625245200.0,33786.55,1
113,01-07-2021 17:00:00,1625158800.0,33504.69,0
114,01-07-2021 17:00:00,1625158800.0,33504.69,0
115,30-06-2021 17:00:00,1625072400.0,35045.0,0
116,29-06-2021 17:00:00,1624986000.0,35911.73,1
117,28-06-2021 17:00:00,1624899600.0,34494.89,0
118,28-06-2021 17:00:00,1624899600.0,34494.89,0
119,27-06-2021 17:00:00,1624813200.0,34700.34,1
120,27-06-2021 17:00:00,1624813200.0,34700.34,1
121,26-06-2021 17:00:00,1624726800.0,32283.65,1
122,25-06-2021 17:00:00,1624640400.0,31584.45,0
123,24-06-2021 17:00:00,1624554000.0,34663.09,1
124,23-06-2021 17:00:00,1624467600.0,33678.07,1
125,22-06-2021 17:00:00,1624381200.0,32509.56,1
126,22-06-2021 17:00:00,1624381200.0,32509.56,1
127,21-06-2021 17:00:00,1624294800.0,31608.93,0
128,21-06-2021 17:00:00,1624294800.0,31608.93,0
129,20-06-2021 17:00:00,1624208400.0,35600.16,1
130,19-06-2021 17:00:00,1624122000.0,35483.72,0
131,18-06-2021 17:00:00,1624035600.0,35819.84,0
132,17-06-2021 17:00:00,1623949200.0,38092.97,0
133,16-06-2021 17:00:00,1623862800.0,38349.01,0
134,16-06-2021 17:00:00,1623862800.0,38349.01,0
135,15-06-2021 17:00:00,1623776400.0,40144.04,0
136,14-06-2021 17:00:00,1623690000.0,40516.29,1
137,13-06-2021 17:00:00,1623603600.0,39020.57,1
138,12-06-2021 17:00:00,1623517200.0,35546.11,0
139,11-06-2021 17:00:00,1623430800.0,37331.98,1
140,10-06-2021 17:00:00,1623344400.0,36675.72,0
141,09-06-2021 17:00:00,1623258000.0,37388.05,1
142,08-06-2021 17:00:00,1623171600.0,33380.81,0
143,07-06-2021 17:00:00,1623085200.0,33552.79,0
144,06-06-2021 17:00:00,1622998800.0,35796.31,1
145,05-06-2021 17:00:00,1622912400.0,35513.2,0
146,04-06-2021 17:00:00,1622826000.0,36829.0,0
147,03-06-2021 17:00:00,1622739600.0,39246.79,1
148,02-06-2021 17:00:00,1622653200.0,37568.68,1
149,01-06-2021 17:00:00,1622566800.0,36693.09,0
150,31-05-2021 17:00:00,1622480400.0,37253.81,1
151,31-05-2021 17:00:00,1622480400.0,37253.81,1
152,30-05-2021 17:00:00,1622394000.0,35641.27,1
153,30-05-2021 17:00:00,1622394000.0,35641.27,1
154,29-05-2021 17:00:00,1622307600.0,34605.15,0
155,28-05-2021 17:00:00,1622221200.0,35663.49,0
156,27-05-2021 17:00:00,1622134800.0,38529.98,0
157,27-05-2021 17:00:00,1622134800.0,38529.98,0
158,26-05-2021 17:00:00,1622048400.0,39241.91,1
159,25-05-2021 17:00:00,1621962000.0,38324.72,0
160,24-05-2021 17:00:00,1621875600.0,38796.29,1
161,23-05-2021 17:00:00,1621789200.0,34655.25,0
162,22-05-2021 17:00:00,1621702800.0,37449.73,1
163,21-05-2021 17:00:00,1621616400.0,37252.01,0
164,21-05-2021 17:00:00,1621616400.0,37252.01,0
165,20-05-2021 17:00:00,1621530000.0,40526.64,1
166,19-05-2021 17:00:00,1621443600.0,36690.09,0
167,18-05-2021 17:00:00,1621357200.0,42849.78,0
168,17-05-2021 17:00:00,1621270800.0,43538.04,0
169,16-05-2021 17:00:00,1621184400.0,46431.5,0
170,15-05-2021 17:00:00,1621098000.0,46762.99,0
171,15-05-2021 17:00:00,1621098000.0,46762.99,0
172,14-05-2021 17:00:00,1621011600.0,49841.45,1
173,13-05-2021 17:00:00,1620925200.0,49670.97,1
174,12-05-2021 17:00:00,1620838800.0,49631.32,0
175,11-05-2021 17:00:00,1620752400.0,56670.02,1
176,10-05-2021 17:00:00,1620666000.0,55816.14,0
177,09-05-2021 17:00:00,1620579600.0,58240.84,0
178,08-05-2021 17:00:00,1620493200.0,58862.05,1
179,07-05-2021 17:00:00,1620406800.0,57314.75,1
180,06-05-2021 17:00:00,1620320400.0,56393.68,0
181,05-05-2021 17:00:00,1620234000.0,57436.11,1
182,04-05-2021 17:00:00,1620147600.0,53200.01,0
183,03-05-2021 17:00:00,1620061200.0,57169.39,1
184,02-05-2021 17:00:00,1619974800.0,56578.21,0
185,01-05-2021 17:00:00,1619888400.0,57800.37,1
186,01-05-2021 17:00:00,1619888400.0,57800.37,1
187,30-04-2021 17:00:00,1619802000.0,57694.27,1
188,29-04-2021 17:00:00,1619715600.0,53555.0,0
189,28-04-2021 17:00:00,1619629200.0,54846.22,0
190,28-04-2021 17:00:00,1619629200.0,54846.22,0
191,27-04-2021 17:00:00,1619542800.0,55011.97,1
192,27-04-2021 17:00:00,1619542800.0,55011.97,1
193,26-04-2021 17:00:00,1619456400.0,54001.39,1
194,25-04-2021 17:00:00,1619370000.0,49066.77,0
195,24-04-2021 17:00:00,1619283600.0,50047.84,0
196,23-04-2021 17:00:00,1619197200.0,51125.14,0
197,22-04-2021 17:00:00,1619110800.0,51690.96,0
198,21-04-2021 17:00:00,1619024400.0,53787.63,0
199,20-04-2021 17:00:00,1618938000.0,56425.0,1
200,19-04-2021 17:00:00,1618851600.0,55633.14,0
201,18-04-2021 17:00:00,1618765200.0,56150.01,0
202,17-04-2021 17:00:00,1618678800.0,60006.66,0
203,16-04-2021 17:00:00,1618592400.0,61334.8,0
204,15-04-2021 17:00:00,1618506000.0,63159.98,1
205,14-04-2021 17:00:00,1618419600.0,62959.53,0
206,13-04-2021 17:00:00,1618333200.0,63575.0,1
207,12-04-2021 17:00:00,1618246800.0,59860.0,0
208,11-04-2021 17:00:00,1618160400.0,60002.43,1
209,10-04-2021 17:00:00,1618074000.0,59769.13,1
210,09-04-2021 17:00:00,1617987600.0,58142.54,1
211,08-04-2021 17:00:00,1617901200.0,58077.52,1
212,07-04-2021 17:00:00,1617814800.0,55953.45,0
213,06-04-2021 17:00:00,1617728400.0,57991.15,0
214,05-04-2021 17:00:00,1617642000.0,59129.99,1
215,04-04-2021 17:00:00,1617555600.0,58202.01,1
216,03-04-2021 17:00:00,1617469200.0,57051.94,0
217,03-04-2021 17:00:00,1617469200.0,57051.94,0
218,02-04-2021 17:00:00,1617382800.0,58950.01,1
219,01-04-2021 17:00:00,1617296400.0,58720.44,0
220,31-03-2021 17:00:00,1617210000.0,58740.55,0
221,30-03-2021 17:00:00,1617123600.0,58746.57,1
222,29-03-2021 17:00:00,1617037200.0,57635.47,1
223,28-03-2021 17:00:00,1616950800.0,55777.63,0
224,27-03-2021 17:00:00,1616864400.0,55817.14,1
225,26-03-2021 17:00:00,1616778000.0,55025.59,1
226,25-03-2021 17:00:00,1616691600.0,51293.78,0
227,24-03-2021 17:00:00,1616605200.0,52303.65,0
228,23-03-2021 17:00:00,1616518800.0,54340.89,1
229,22-03-2021 17:00:00,1616432400.0,54083.25,0
230,21-03-2021 17:00:00,1616346000.0,57351.56,0
231,21-03-2021 17:00:00,1616346000.0,57351.56,0
232,20-03-2021 17:00:00,1616259600.0,58102.28,1
233,20-03-2021 17:00:00,1616259600.0,58102.28,1
234,19-03-2021 17:00:00,1616173200.0,58030.01,1
235,19-03-2021 17:00:00,1616173200.0,58030.01,1
236,18-03-2021 17:00:00,1616086800.0,57648.16,0
237,17-03-2021 17:00:00,1616000400.0,58912.97,1
238,16-03-2021 17:00:00,1615914000.0,56900.75,1
239,15-03-2021 17:00:00,1615827600.0,55605.2,0
240,11-03-2021 17:00:00,1615482000.0,57773.16,1
241,10-03-2021 17:00:00,1615395600.0,55851.59,1
242,04-03-2021 17:00:00,1614877200.0,48374.09,0
243,03-03-2021 17:00:00,1614790800.0,50349.37,1
244,02-03-2021 17:00:00,1614704400.0,48440.65,0
245,27-02-2021 17:00:00,1614445200.0,46106.43,0
246,26-02-2021 17:00:00,1614358800.0,46276.87,0
247,10-02-2021 17:00:00,1612976400.0,44807.58,0
248,09-02-2021 17:00:00,1612890000.0,46420.42,1
249,04-02-2021 17:00:00,1612458000.0,36936.66,0
250,03-02-2021 17:00:00,1612371600.0,37618.87,1
251,02-02-2021 17:00:00,1612285200.0,35466.24,1
252,01-02-2021 17:00:00,1612198800.0,33526.37,1
253,31-01-2021 17:00:00,1612112400.0,33092.98,0
254,30-01-2021 17:00:00,1612026000.0,34262.88,1
255,27-01-2021 17:00:00,1611766800.0,30366.15,0
256,26-01-2021 17:00:00,1611680400.0,32467.77,1
257,25-01-2021 17:00:00,1611594000.0,32254.2,0
258,24-01-2021 17:00:00,1611507600.0,32259.9,1
259,23-01-2021 17:00:00,1611421200.0,32078.0,0
260,22-01-2021 17:00:00,1611334800.0,32945.17,1
261,21-01-2021 17:00:00,1611248400.0,30850.13,0
262,19-01-2021 17:00:00,1611075600.0,35891.49,0
263,18-01-2021 17:00:00,1610989200.0,36631.27,1
264,17-01-2021 17:00:00,1610902800.0,35828.61,0
265,16-01-2021 17:00:00,1610816400.0,35994.98,0
266,15-01-2021 17:00:00,1610730000.0,36742.22,0
267,14-01-2021 17:00:00,1610643600.0,39144.5,1
268,13-01-2021 17:00:00,1610557200.0,37371.38,1
269,12-01-2021 17:00:00,1610470800.0,34051.24,0
270,11-01-2021 17:00:00,1610384400.0,35404.47,0
271,10-01-2021 17:00:00,1610298000.0,38150.02,0
272,08-01-2021 17:00:00,1610125200.0,40582.81,1
273,07-01-2021 17:00:00,1610038800.0,39432.28,1
274,06-01-2021 17:00:00,1609952400.0,36769.36,1
275,05-01-2021 17:00:00,1609866000.0,33949.53,1
276,04-01-2021 17:00:00,1609779600.0,31988.71,0
277,03-01-2021 17:00:00,1609693200.0,33000.05,1
278,02-01-2021 17:00:00,1609606800.0,32178.33,1
279,30-12-2020 17:00:00,1609347600.0,28875.54,1
280,29-12-2020 17:00:00,1609261200.0,27385.0,1
281,28-12-2020 17:00:00,1609174800.0,27079.41,1
282,26-12-2020 17:00:00,1609002000.0,26493.39,1
283,20-12-2020 17:00:00,1608483600.0,23455.52,0
284,17-12-2020 17:00:00,1608224400.0,22797.16,1
285,16-12-2020 17:00:00,1608138000.0,21335.52,1
286,15-12-2020 17:00:00,1608051600.0,19426.43,1
287,14-12-2020 17:00:00,1607965200.0,19273.14,1
288,13-12-2020 17:00:00,1607878800.0,19174.99,1
289,10-12-2020 17:00:00,1607619600.0,18254.63,0
290,09-12-2020 17:00:00,1607533200.0,18541.28,1
